,LoginDate,LoginTime,Timing,StudentsId
0,3/23/2021,12,am,3574
1,3/23/2021,12,am,3574
2,3/23/2021,12,am,2512
3,3/23/2021,12,am,2692
4,3/23/2021,12,am,3064
5,3/23/2021,12,am,3064
6,3/23/2021,12,am,3064
7,3/22/2021,11,pm,2942
8,3/22/2021,11,pm,2962
9,3/22/2021,11,pm,2962
10,3/22/2021,11,pm,2962
11,3/22/2021,11,pm,3064
12,3/22/2021,11,pm,3064
13,3/22/2021,11,pm,3064
14,3/22/2021,11,pm,2544
15,3/22/2021,11,pm,2544
16,3/22/2021,11,pm,2544
17,3/22/2021,11,pm,2344
18,3/22/2021,11,pm,2640
19,3/22/2021,11,pm,2640
20,3/22/2021,11,pm,2072
21,3/22/2021,11,pm,3574
22,3/22/2021,11,pm,3574
23,3/22/2021,11,pm,2304
24,3/22/2021,10,pm,2962
25,3/22/2021,10,pm,2962
26,3/22/2021,10,pm,2962
27,3/22/2021,10,pm,2962
28,3/22/2021,10,pm,2962
29,3/22/2021,10,pm,2920
30,3/22/2021,10,pm,2920
31,3/22/2021,10,pm,2258
32,3/22/2021,10,pm,2258
33,3/22/2021,10,pm,2904
34,3/22/2021,10,pm,2640
35,3/22/2021,10,pm,2640
36,3/22/2021,10,pm,2904
37,3/22/2021,10,pm,2904
38,3/22/2021,10,pm,2904
39,3/22/2021,10,pm,3574
40,3/22/2021,10,pm,3574
41,3/22/2021,10,pm,3574
42,3/22/2021,10,pm,2512
43,3/22/2021,10,pm,2544
44,3/22/2021,10,pm,2544
45,3/22/2021,10,pm,2544
46,3/22/2021,10,pm,3574
47,3/22/2021,10,pm,2692
48,3/22/2021,9,pm,2962
49,3/22/2021,9,pm,2914
50,3/22/2021,9,pm,3574
51,3/22/2021,9,pm,3574
52,3/22/2021,9,pm,2316
53,3/22/2021,9,pm,2316
54,3/22/2021,9,pm,2316
55,3/22/2021,8,pm,2920
56,3/22/2021,8,pm,2920
57,3/22/2021,8,pm,2920
58,3/22/2021,8,pm,2072
59,3/22/2021,8,pm,2072
60,3/22/2021,8,pm,2020
61,3/22/2021,8,pm,2512
62,3/22/2021,8,pm,2544
63,3/22/2021,8,pm,2544
64,3/22/2021,8,pm,2544
65,3/22/2021,8,pm,2536
66,3/22/2021,8,pm,2932
67,3/22/2021,8,pm,2962
68,3/22/2021,8,pm,2316
69,3/22/2021,8,pm,2316
70,3/22/2021,8,pm,2316
71,3/22/2021,8,pm,2296
72,3/22/2021,8,pm,2692
73,3/22/2021,7,pm,2640
74,3/22/2021,7,pm,2668
75,3/22/2021,7,pm,3064
76,3/22/2021,7,pm,2316
77,3/22/2021,7,pm,2072
78,3/22/2021,7,pm,2072
79,3/22/2021,7,pm,2444
80,3/22/2021,7,pm,2444
81,3/22/2021,6,pm,3064
82,3/22/2021,6,pm,3064
83,3/22/2021,6,pm,3064
84,3/22/2021,6,pm,2260
85,3/22/2021,6,pm,2260
86,3/22/2021,6,pm,2020
87,3/22/2021,6,pm,2512
88,3/22/2021,6,pm,2512
89,3/22/2021,6,pm,2512
90,3/22/2021,6,pm,2692
91,3/22/2021,6,pm,3116
92,3/22/2021,6,pm,2072
93,3/22/2021,6,pm,2020
94,3/22/2021,6,pm,2020
95,3/22/2021,6,pm,3064
96,3/22/2021,6,pm,3064
97,3/22/2021,6,pm,3064
98,3/22/2021,6,pm,2904
99,3/22/2021,6,pm,2020
100,3/22/2021,6,pm,2904
101,3/22/2021,6,pm,3356
102,3/22/2021,6,pm,4154
103,3/22/2021,6,pm,4154
104,3/22/2021,6,pm,4154
105,3/22/2021,6,pm,2962
106,3/22/2021,5,pm,2932
107,3/22/2021,5,pm,2932
108,3/22/2021,5,pm,2932
109,3/22/2021,5,pm,2932
110,3/22/2021,5,pm,2904
111,3/22/2021,5,pm,2692
112,3/22/2021,5,pm,2904
113,3/22/2021,5,pm,3116
114,3/22/2021,5,pm,3116
115,3/22/2021,5,pm,3116
116,3/22/2021,5,pm,2512
117,3/22/2021,5,pm,2942
118,3/22/2021,5,pm,2472
119,3/22/2021,5,pm,3116
120,3/22/2021,5,pm,3116
121,3/22/2021,5,pm,3116
122,3/22/2021,4,pm,3552
123,3/22/2021,4,pm,3552
124,3/22/2021,4,pm,2874
125,3/22/2021,4,pm,2020
126,3/22/2021,4,pm,2020
127,3/22/2021,4,pm,1898
128,3/22/2021,4,pm,3116
129,3/22/2021,4,pm,3116
130,3/22/2021,4,pm,3116
131,3/22/2021,4,pm,2544
132,3/22/2021,4,pm,2544
133,3/22/2021,4,pm,2072
134,3/22/2021,4,pm,2072
135,3/22/2021,4,pm,2472
136,3/22/2021,4,pm,3556
137,3/22/2021,4,pm,3556
138,3/22/2021,4,pm,2962
139,3/22/2021,4,pm,2962
140,3/22/2021,4,pm,2962
141,3/22/2021,4,pm,3146
142,3/22/2021,4,pm,2692
143,3/22/2021,4,pm,2316
144,3/22/2021,3,pm,2640
145,3/22/2021,3,pm,2640
146,3/22/2021,3,pm,2640
147,3/22/2021,3,pm,2544
148,3/22/2021,3,pm,2544
149,3/22/2021,3,pm,2544
150,3/22/2021,3,pm,3356
151,3/22/2021,3,pm,2958
152,3/22/2021,3,pm,2512
153,3/22/2021,3,pm,2920
154,3/22/2021,3,pm,2920
155,3/22/2021,3,pm,3606
156,3/22/2021,3,pm,2640
157,3/22/2021,3,pm,2640
158,3/22/2021,3,pm,2640
159,3/22/2021,3,pm,2472
160,3/22/2021,2,pm,2904
161,3/22/2021,2,pm,2512
162,3/22/2021,2,pm,2920
163,3/22/2021,2,pm,2920
164,3/22/2021,2,pm,2920
165,3/22/2021,2,pm,2512
166,3/22/2021,2,pm,2512
167,3/22/2021,2,pm,2512
168,3/22/2021,2,pm,2512
169,3/22/2021,2,pm,2260
170,3/22/2021,2,pm,2260
171,3/22/2021,2,pm,2472
172,3/22/2021,2,pm,2782
173,3/22/2021,2,pm,2874
174,3/22/2021,2,pm,2724
175,3/22/2021,2,pm,1954
176,3/22/2021,2,pm,2874
177,3/22/2021,2,pm,2544
178,3/22/2021,2,pm,2544
179,3/22/2021,2,pm,2544
180,3/22/2021,2,pm,2962
181,3/22/2021,2,pm,2072
182,3/22/2021,2,pm,3356
183,3/22/2021,2,pm,3574
184,3/22/2021,2,pm,3574
185,3/22/2021,2,pm,2316
186,3/22/2021,1,pm,2920
187,3/22/2021,1,pm,2692
188,3/22/2021,1,pm,2692
189,3/22/2021,1,pm,2932
190,3/22/2021,1,pm,2072
191,3/22/2021,1,pm,2072
192,3/22/2021,1,pm,2072
193,3/22/2021,1,pm,2692
194,3/22/2021,1,pm,4944
195,3/22/2021,1,pm,4944
196,3/22/2021,1,pm,4944
197,3/22/2021,1,pm,4944
198,3/22/2021,1,pm,4944
199,3/22/2021,1,pm,4944
200,3/22/2021,1,pm,2920
201,3/22/2021,1,pm,2808
202,3/22/2021,1,pm,2808
203,3/22/2021,1,pm,2444
204,3/22/2021,1,pm,3356
205,3/22/2021,1,pm,3552
206,3/22/2021,1,pm,3552
207,3/22/2021,1,pm,2962
208,3/22/2021,1,pm,3502
209,3/22/2021,1,pm,2920
210,3/22/2021,12,pm,2760
211,3/22/2021,12,pm,2472
212,3/22/2021,12,pm,2904
213,3/22/2021,12,pm,2904
214,3/22/2021,12,pm,2716
215,3/22/2021,12,pm,4944
216,3/22/2021,12,pm,4944
217,3/22/2021,12,pm,4944
218,3/22/2021,12,pm,4944
219,3/22/2021,12,pm,4944
220,3/22/2021,12,pm,4944
221,3/22/2021,12,pm,2072
222,3/22/2021,12,pm,2072
223,3/22/2021,12,pm,3514
224,3/22/2021,12,pm,2640
225,3/22/2021,12,pm,2640
226,3/22/2021,12,pm,2640
227,3/22/2021,12,pm,2692
228,3/22/2021,12,pm,2692
229,3/22/2021,12,pm,2692
230,3/22/2021,12,pm,2692
231,3/22/2021,12,pm,2296
232,3/22/2021,12,pm,2316
233,3/22/2021,11,am,2808
234,3/22/2021,11,am,2808
235,3/22/2021,11,am,2544
236,3/22/2021,11,am,3346
237,3/22/2021,11,am,2640
238,3/22/2021,11,am,2640
239,3/22/2021,11,am,2640
240,3/22/2021,11,am,2640
241,3/22/2021,11,am,2932
242,3/22/2021,11,am,2932
243,3/22/2021,11,am,4944
244,3/22/2021,11,am,4944
245,3/22/2021,11,am,4944
246,3/22/2021,11,am,4944
247,3/22/2021,11,am,4944
248,3/22/2021,11,am,4944
249,3/22/2021,11,am,2536
250,3/22/2021,11,am,2444
251,3/22/2021,11,am,2072
252,3/22/2021,11,am,2072
253,3/22/2021,11,am,2760
254,3/22/2021,11,am,3356
255,3/22/2021,11,am,2472
256,3/22/2021,11,am,2472
257,3/22/2021,11,am,2472
258,3/22/2021,11,am,2962
259,3/22/2021,11,am,3116
260,3/22/2021,10,am,2760
261,3/22/2021,10,am,2920
262,3/22/2021,10,am,2920
263,3/22/2021,10,am,2920
264,3/22/2021,10,am,2920
265,3/22/2021,10,am,2020
266,3/22/2021,10,am,2020
267,3/22/2021,10,am,3116
268,3/22/2021,10,am,2544
269,3/22/2021,10,am,2544
270,3/22/2021,10,am,2444
271,3/22/2021,10,am,2444
272,3/22/2021,10,am,2316
273,3/22/2021,9,am,2316
274,3/22/2021,9,am,2316
275,3/22/2021,9,am,2664
276,3/22/2021,9,am,2664
277,3/22/2021,9,am,2716
278,3/22/2021,9,am,4944
279,3/22/2021,9,am,4944
280,3/22/2021,9,am,4944
281,3/22/2021,9,am,4944
282,3/22/2021,9,am,4944
283,3/22/2021,9,am,4944
284,3/22/2021,9,am,3574
285,3/22/2021,9,am,3574
286,3/22/2021,9,am,3574
287,3/22/2021,9,am,2456
288,3/22/2021,9,am,2456
289,3/22/2021,9,am,2456
290,3/22/2021,9,am,2962
291,3/22/2021,9,am,2962
292,3/22/2021,8,am,2072
293,3/22/2021,8,am,4944
294,3/22/2021,8,am,4944
295,3/22/2021,8,am,4944
296,3/22/2021,8,am,4944
297,3/22/2021,8,am,4944
298,3/22/2021,8,am,4944
299,3/22/2021,8,am,2760
300,3/22/2021,8,am,2760
301,3/22/2021,8,am,2760
302,3/22/2021,8,am,2760
303,3/22/2021,8,am,2760
304,3/22/2021,8,am,2760
305,3/22/2021,8,am,2760
306,3/22/2021,7,am,4944
307,3/22/2021,7,am,4944
308,3/22/2021,7,am,4944
309,3/22/2021,7,am,4944
310,3/22/2021,7,am,4944
311,3/22/2021,7,am,4944
312,3/22/2021,7,am,2490
313,3/22/2021,6,am,4944
314,3/22/2021,6,am,4944
315,3/22/2021,6,am,4944
316,3/22/2021,6,am,4944
317,3/22/2021,6,am,4944
318,3/22/2021,6,am,4944
319,3/22/2021,5,am,2512
320,3/22/2021,5,am,4944
321,3/22/2021,5,am,4944
322,3/22/2021,5,am,4944
323,3/22/2021,5,am,4944
324,3/22/2021,5,am,4944
325,3/22/2021,5,am,4944
326,3/22/2021,4,am,4944
327,3/22/2021,4,am,4944
328,3/22/2021,4,am,4944
329,3/22/2021,4,am,4944
330,3/22/2021,4,am,4944
331,3/22/2021,4,am,4944
332,3/22/2021,3,am,4944
333,3/22/2021,3,am,4944
334,3/22/2021,3,am,4944
335,3/22/2021,3,am,4944
336,3/22/2021,3,am,4944
337,3/22/2021,3,am,4944
338,3/22/2021,2,am,2512
339,3/22/2021,2,am,4944
340,3/22/2021,2,am,4944
341,3/22/2021,2,am,4944
342,3/22/2021,2,am,4944
343,3/22/2021,2,am,4944
344,3/22/2021,2,am,4944
345,3/22/2021,2,am,2640
346,3/22/2021,1,am,2512
347,3/22/2021,1,am,2512
348,3/22/2021,1,am,4944
349,3/22/2021,1,am,4944
350,3/22/2021,1,am,4944
351,3/22/2021,1,am,4944
352,3/22/2021,1,am,4944
353,3/22/2021,1,am,4944
354,3/22/2021,1,am,2962
355,3/22/2021,1,am,2708
356,3/22/2021,1,am,2692
357,3/22/2021,12,am,2512
358,3/22/2021,12,am,4944
359,3/22/2021,12,am,4944
360,3/22/2021,12,am,4944
361,3/22/2021,12,am,4944
362,3/22/2021,12,am,4944
363,3/22/2021,12,am,4944
364,3/22/2021,12,am,2072
365,3/22/2021,12,am,3356
366,3/22/2021,12,am,2692
367,3/21/2021,11,pm,2884
368,3/21/2021,11,pm,2258
369,3/21/2021,11,pm,2512
370,3/21/2021,11,pm,2512
371,3/21/2021,11,pm,2002
372,3/21/2021,11,pm,2002
373,3/21/2021,11,pm,2002
374,3/21/2021,11,pm,2962
375,3/21/2021,11,pm,4944
376,3/21/2021,11,pm,4944
377,3/21/2021,11,pm,4944
378,3/21/2021,11,pm,4944
379,3/21/2021,11,pm,4944
380,3/21/2021,11,pm,4944
381,3/21/2021,11,pm,2020
382,3/21/2021,11,pm,2904
383,3/21/2021,11,pm,2984
384,3/21/2021,11,pm,2984
385,3/21/2021,10,pm,2692
386,3/21/2021,10,pm,2640
387,3/21/2021,10,pm,2640
388,3/21/2021,10,pm,2678
389,3/21/2021,10,pm,2692
390,3/21/2021,10,pm,2692
391,3/21/2021,10,pm,4944
392,3/21/2021,10,pm,4944
393,3/21/2021,10,pm,4944
394,3/21/2021,10,pm,4944
395,3/21/2021,10,pm,4944
396,3/21/2021,10,pm,4944
397,3/21/2021,10,pm,2512
398,3/21/2021,10,pm,2512
399,3/21/2021,10,pm,2512
400,3/21/2021,10,pm,2072
401,3/21/2021,10,pm,2904
402,3/21/2021,10,pm,2316
403,3/21/2021,10,pm,3556
404,3/21/2021,9,pm,2544
405,3/21/2021,9,pm,2544
406,3/21/2021,9,pm,2544
407,3/21/2021,9,pm,2544
408,3/21/2021,9,pm,2544
409,3/21/2021,9,pm,2258
410,3/21/2021,9,pm,2258
411,3/21/2021,9,pm,2258
412,3/21/2021,9,pm,2258
413,3/21/2021,9,pm,2472
414,3/21/2021,9,pm,2472
415,3/21/2021,9,pm,2472
416,3/21/2021,9,pm,2920
417,3/21/2021,9,pm,2920
418,3/21/2021,9,pm,2920
419,3/21/2021,9,pm,2660
420,3/21/2021,9,pm,2922
421,3/21/2021,9,pm,2922
422,3/21/2021,9,pm,2922
423,3/21/2021,9,pm,2922
424,3/21/2021,9,pm,2922
425,3/21/2021,9,pm,2922
426,3/21/2021,9,pm,2922
427,3/21/2021,9,pm,3556
428,3/21/2021,9,pm,2962
429,3/21/2021,9,pm,4944
430,3/21/2021,9,pm,4944
431,3/21/2021,9,pm,4944
432,3/21/2021,9,pm,4944
433,3/21/2021,9,pm,4944
434,3/21/2021,9,pm,4944
435,3/21/2021,9,pm,4944
436,3/21/2021,9,pm,4944
437,3/21/2021,9,pm,4944
438,3/21/2021,9,pm,4944
439,3/21/2021,9,pm,4944
440,3/21/2021,9,pm,4944
441,3/21/2021,9,pm,3552
442,3/21/2021,9,pm,3116
443,3/21/2021,9,pm,3556
444,3/21/2021,9,pm,3116
445,3/21/2021,9,pm,3116
446,3/21/2021,8,pm,3116
447,3/21/2021,8,pm,2904
448,3/21/2021,8,pm,2904
449,3/21/2021,8,pm,2920
450,3/21/2021,8,pm,2920
451,3/21/2021,8,pm,2920
452,3/21/2021,8,pm,4944
453,3/21/2021,8,pm,4944
454,3/21/2021,8,pm,4944
455,3/21/2021,8,pm,4944
456,3/21/2021,8,pm,4944
457,3/21/2021,8,pm,4944
458,3/21/2021,8,pm,2020
459,3/21/2021,8,pm,1838
460,3/21/2021,7,pm,2302
461,3/21/2021,7,pm,2984
462,3/21/2021,7,pm,2072
463,3/21/2021,7,pm,3116
464,3/21/2021,7,pm,2962
465,3/21/2021,7,pm,2962
466,3/21/2021,7,pm,4944
467,3/21/2021,7,pm,4944
468,3/21/2021,7,pm,4944
469,3/21/2021,7,pm,4944
470,3/21/2021,7,pm,4944
471,3/21/2021,7,pm,4944
472,3/21/2021,7,pm,2984
473,3/21/2021,7,pm,2984
474,3/21/2021,7,pm,2316
475,3/21/2021,7,pm,3116
476,3/21/2021,6,pm,3606
477,3/21/2021,6,pm,2962
478,3/21/2021,6,pm,2962
479,3/21/2021,6,pm,2962
480,3/21/2021,6,pm,2962
481,3/21/2021,6,pm,2962
482,3/21/2021,6,pm,2962
483,3/21/2021,6,pm,2962
484,3/21/2021,6,pm,2316
485,3/21/2021,6,pm,4944
486,3/21/2021,6,pm,4944
487,3/21/2021,6,pm,4944
488,3/21/2021,6,pm,4944
489,3/21/2021,6,pm,4944
490,3/21/2021,6,pm,4944
491,3/21/2021,6,pm,3574
492,3/21/2021,6,pm,2086
493,3/21/2021,6,pm,4944
494,3/21/2021,6,pm,4944
495,3/21/2021,6,pm,4944
496,3/21/2021,6,pm,4944
497,3/21/2021,6,pm,4944
498,3/21/2021,6,pm,4944
499,3/21/2021,6,pm,4944
500,3/21/2021,6,pm,4944
501,3/21/2021,6,pm,4944
502,3/21/2021,6,pm,4944
503,3/21/2021,6,pm,4944
504,3/21/2021,6,pm,4944
505,3/21/2021,6,pm,2920
506,3/21/2021,6,pm,2472
507,3/21/2021,6,pm,2020
508,3/21/2021,6,pm,2744
509,3/21/2021,6,pm,2962
510,3/21/2021,5,pm,2984
511,3/21/2021,5,pm,2984
512,3/21/2021,5,pm,2904
513,3/21/2021,5,pm,2904
514,3/21/2021,5,pm,2512
515,3/21/2021,5,pm,3606
516,3/21/2021,5,pm,2640
517,3/21/2021,5,pm,3552
518,3/21/2021,5,pm,2544
519,3/21/2021,5,pm,2544
520,3/21/2021,5,pm,2544
521,3/21/2021,5,pm,2544
522,3/21/2021,5,pm,2544
523,3/21/2021,5,pm,2544
524,3/21/2021,5,pm,2984
525,3/21/2021,5,pm,2984
526,3/21/2021,5,pm,2920
527,3/21/2021,5,pm,3344
528,3/21/2021,5,pm,3116
529,3/21/2021,5,pm,2084
530,3/21/2021,4,pm,2020
531,3/21/2021,4,pm,2020
532,3/21/2021,4,pm,2984
533,3/21/2021,4,pm,3606
534,3/21/2021,4,pm,2760
535,3/21/2021,4,pm,3064
536,3/21/2021,4,pm,2316
537,3/21/2021,4,pm,2512
538,3/21/2021,4,pm,2932
539,3/21/2021,4,pm,2314
540,3/21/2021,4,pm,3116
541,3/21/2021,4,pm,2438
542,3/21/2021,4,pm,2984
543,3/21/2021,4,pm,2984
544,3/21/2021,4,pm,2984
545,3/21/2021,4,pm,2920
546,3/21/2021,4,pm,2920
547,3/21/2021,4,pm,2660
548,3/21/2021,4,pm,2472
549,3/21/2021,4,pm,2472
550,3/21/2021,4,pm,2472
551,3/21/2021,4,pm,2438
552,3/21/2021,4,pm,2438
553,3/21/2021,4,pm,2438
554,3/21/2021,4,pm,2962
555,3/21/2021,4,pm,3514
556,3/21/2021,3,pm,2932
557,3/21/2021,3,pm,2932
558,3/21/2021,3,pm,2932
559,3/21/2021,3,pm,2512
560,3/21/2021,3,pm,2512
561,3/21/2021,3,pm,2512
562,3/21/2021,3,pm,2660
563,3/21/2021,3,pm,2640
564,3/21/2021,3,pm,2640
565,3/21/2021,3,pm,2640
566,3/21/2021,3,pm,2640
567,3/21/2021,3,pm,2640
568,3/21/2021,3,pm,2640
569,3/21/2021,3,pm,2640
570,3/21/2021,3,pm,2640
571,3/21/2021,3,pm,3064
572,3/21/2021,3,pm,3064
573,3/21/2021,3,pm,3382
574,3/21/2021,3,pm,3064
575,3/21/2021,3,pm,2258
576,3/21/2021,3,pm,2734
577,3/21/2021,3,pm,2942
578,3/21/2021,3,pm,2640
579,3/21/2021,3,pm,3382
580,3/21/2021,2,pm,1954
581,3/21/2021,2,pm,2904
582,3/21/2021,2,pm,2904
583,3/21/2021,2,pm,3116
584,3/21/2021,2,pm,2316
585,3/21/2021,2,pm,2512
586,3/21/2021,2,pm,2512
587,3/21/2021,2,pm,2512
588,3/21/2021,2,pm,2512
589,3/21/2021,2,pm,2512
590,3/21/2021,2,pm,2512
591,3/21/2021,2,pm,2962
592,3/21/2021,2,pm,2962
593,3/21/2021,1,pm,2444
594,3/21/2021,1,pm,2640
595,3/21/2021,1,pm,2962
596,3/21/2021,1,pm,2962
597,3/21/2021,1,pm,2962
598,3/21/2021,1,pm,2962
599,3/21/2021,1,pm,2640
600,3/21/2021,1,pm,2640
601,3/21/2021,1,pm,2640
602,3/21/2021,1,pm,2258
603,3/21/2021,1,pm,2316
604,3/21/2021,12,pm,3116
605,3/21/2021,12,pm,2258
606,3/21/2021,12,pm,2512
607,3/21/2021,12,pm,2072
608,3/21/2021,12,pm,2958
609,3/21/2021,12,pm,2962
610,3/21/2021,12,pm,2932
611,3/21/2021,12,pm,2904
612,3/21/2021,12,pm,2020
613,3/21/2021,12,pm,2904
614,3/21/2021,11,am,3514
615,3/21/2021,11,am,2512
616,3/21/2021,11,am,2444
617,3/21/2021,11,am,2444
618,3/21/2021,11,am,2316
619,3/21/2021,11,am,2512
